,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
50,"Apartment for sale, 3 rooms, Padriku tee  12/5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-korter-pirital-padriku-teel-korter-o-3393609.html,"59.483016,24.854458458195",240000.0,3.0,72 m²,3/4,2006.0,,apartment ownership,Missing,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,1275.0
51,"Apartment for sale, 1 rooms, A. H. Tammsaare tee 103, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-hea-asukohaga-1toaline-korter-mustamael-suure-3393608.html,"59.407255,24.6890153",76000.0,1.0,29.8 m²,1/5,1968.0,needs renovating,apartment ownership,E,,,furnishing possibility,"electric stove, refridgerator",bath,central heating,"Internet, cable TV, steel door, frontdoor locked, neighbourhood watch","surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours",78405:501:3880,,,,,10330.0
52,"Apartment for sale, 1 rooms, Pargi 5, Turba, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-1-toaline-korter-turba-alevikus-aknad-avaneva-2982291.html,"59.0817023,24.2398631999999",26995.0,1.0,30.8 m²,4/5,1980.0,satisfactory,apartment ownership,-,Data from realestate book,,"balcony 5 m², packet windows, furniture, closed balcony","electric stove, refridgerator","bath, washing machine",central heating,Internet,"surrounding buildings private houses and apartment buildings, in the city location, roads in good condition roads, neighbours next to neighbours",,,,,,479.0
53,"Apartment for sale, 6 rooms, Pirita tee 26F, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-katusekorter-16-korruselise-maja-16l-korrusel-2892585.html,"59.4475899,24.808447",725000.0,6.0,209.7 m²,16/16,2003.0,all brand-new,apartment ownership,B,Data from realestate book,,"parking free parking, roof apartment, basement, separate rooms, furniture, parquet, lift, garage, underground garage, wall cupboard, organisation through the few floors, closed courtyard","electric stove, open kitchen, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, shower, bath, washing machine","gas heating, heated floors, conditioner","cable TV, steel door, frontdoor locked, secure guard, video cameras","surrounding buildings private houses and apartment buildings, roads in good condition roads, water body sea 500 m",,,,,,599.0
54,"Apartment for sale, 2 rooms, Nooruse tn 7a, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> parking free parking, underground garage, TV-set, packet windows, garage ",https://www.kv.ee/bez-remont-no-s-tstitno-zkuplennomi-mterilmi-dla-r-3393591.html,"59.3617333,27.4139026",43000.0,2.0,56 m²,,2008.0,needs renovating,,-,Data from realestate book,,,,,,"Internet, cable TV, frontdoor locked, neighbourhood watch","location in the center location, roads paved roads",25301:005:0158,,,3.0,,2436.0
55,"Apartment for sale, 2 rooms, Turu tn 13, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muuki-on-tulnud-varskelt-renoveeritud-2toaline-kor-3393580.html,"58.3748676,26.7324926",119900.0,2.0,40.7 m²,5/5,,renovated,apartment ownership,-,,,"parking free parking, box-room, new electricity, closed courtyard","induktsioon pliit, open kitchen, refridgerator, kitchen furniture","new sewerage, water boiler",central heating,"Internet, frontdoor locked",roads in good condition roads,79507:053:0021,,50 € /  100 €,,,9028.0
56,"Apartment for sale, 2 rooms, Mustamäe tee 195, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, kitchen area 6 m²",https://www.kv.ee/harjumaa-tallinn-mustamae-hea-hind-mustamae-tee-19-3393589.html,"59.4017569,24.681473",78000.0,2.0,43.6 m²,5/5,1963.0,sanitary renovation needed,apartment ownership,E,Data from realestate book,,"balcony 3 m², packet windows, box-room, parking free parking, furniture","gas stove, refridgerator, kitchen furniture","bath, toilet room and bathroom separate",central heating,"Internet, phone, cable TV, neighbourhood watch","roads in good condition roads, in the city location, neighbours around neighbours, surrounding buildings apartment buildings",,,,,,11624.0
57,"Apartment for sale, 2 rooms, Rahumäe tee 2, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/kortermuugile-on-tulnud-hubane-renoveeritud-2toali-3387197.html,"59.4000316,24.7105275",95000.0,2.0,43.7 m²,1/2,1978.0,renovated,apartment ownership,Missing,Data from realestate book,,"parking free parking, separate rooms, furnishing possibility, furniture, parquet, box-room, wall cupboard, new electricity, closed courtyard","electric stove, refridgerator, kitchen furniture","shower, washing machine","heated floors, electric heating, stove heating, fireplace","Internet, phone, cable TV, steel door, frontdoor locked, neighbourhood watch","in the city location, roads in good condition roads",,,,,,2465.0
58,"Apartment for sale, 3 rooms, Punane 39, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kortermuua-labi-maja-planeeringuga-ilus-3toaline-k-3363965.html,"59.4339506,24.8286166",125000.0,3.0,65.7 m²,5/9,,renovated,apartment ownership,D,Data from realestate book,,,"electric stove, refridgerator, kitchen furniture","bath, toilet room and bathroom separate, washing machine",central heating,"Internet, phone, cable TV, steel door, frontdoor locked, neighbourhood watch","in the city location, roads in good condition roads",,,60 € /  150 €,,"balcony 3 m², furniture, packet windows, parquet, lift, closed balcony, new electricity, separate rooms, furnishing possibility",3276.0
59,"Apartment for sale, 4 rooms, Põõsa tee 1/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/kortermuugile-on-tulnud-imeilus-avar-4toaline-kort-3380506.html,"59.4800518,24.8519481",415000.0,4.0,124.7 m²,2/3,2018.0,all brand-new,apartment ownership,C,Data from realestate book,,"balcony 18 m², parking free parking, furnishing possibility, furniture, packet windows, parquet, box-room, wall cupboard, new electricity, separate rooms","electric stove, open kitchen, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, bath, sauna, washing machine","gas heating, heated floors","Internet, phone, cable TV, neighbourhood watch, frontdoor locked, steel door","in the city location, roads in good condition roads",,,,,,249.0
60,"Apartment for sale, 3 rooms, Mahtra 44, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kortermuua-kvaliteetselt-renoveeritud-ilus-3toalin-3369394.html,"59.4383389,24.8767348",129900.0,3.0,63.1 m²,6/9,,renovated,apartment ownership,D,Data from realestate book,Notify about incorrect advertisement,"balcony 3 m², parking free parking, furnishing possibility, furniture, packet windows, parquet, lift, wall cupboard, new electricity, separate rooms","electric stove, open kitchen, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, washing machine",central heating,"Internet, phone, cable TV, steel door, neighbourhood watch, frontdoor locked","in the city location, roads in good condition roads",,,,,,7448.0
61,"Apartment for sale, 2 rooms, A. H. Tammsaare pst 28, Rannarajoon, Pärnu, Pärnumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-2toaline-korter-47-3-m2-parnu-rannarajoonis-a-3393588.html,,,2.0,47.3 m²,4/5,1970.0,renovated,apartment ownership,,,Notify about incorrect advertisement,"separate rooms, furniture, water, street entrance, sewerage, new electricity, ventilation, urban water","electric stove, kitchen furniture",toilet room and bathroom separate,central heating,"Internet, neighbourhood watch",,62512:033:3060,1140605.0,,,,0.0
62,"Apartment for sale, 1 rooms, Jüri tn 16, Võru, Võrumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/hea-investeerimisobjekt-nutika-planeeringuga-imeil-3393582.html,"57.8471695,26.9961113",52000.0,1.0,24.1 m²,1/2,1949.0,Good condition,apartment ownership,-,Data from realestate book,,"furniture, parquet, parking free parking, box-room, new electricity, high ceilings","open kitchen, refridgerator, kitchen furniture","shower, water boiler, washing machine","õhksoojuspump, heated floors, conditioner",,location in the center location,,,,,,2744.0
63,"Apartment for sale, 3 rooms, Ahula, Järva vald, Järvamaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kortermuugis-olev-korter-asub-2korruselise-maja-te-3374494.html,"59.117383,25.7334233",22500.0,3.0,67.6 m²,,1972.0,sanitary renovation done,apartment ownership,Missing,,Notify about incorrect advertisement,"new electricity, furniture, parquet, parking free parking, box-room",,"water boiler, shower, new sewerage, washing machine",,,"location in suburb location, roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings",12902:003:0196,,,2.0,,13.0
64,"Apartment for sale, 2 rooms, Rukkilille tn 5, Vaida, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kortermuugis-olev-korter-asub-3korruselise-maja-es-3344549.html,"59.286718,24.9774111",66000.0,2.0,43.6 m²,1/3,1968.0,renovated,apartment ownership,F,,Notify about incorrect advertisement,,"electric stove, refridgerator, kitchen furniture","water boiler, new sewerage, shower","heated floors, electric heating","Internet, phone, cable TV, steel door","surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, neighbours at one side neighbours",65303:003:0049,,,,"parking free parking, TV-set, separate rooms, furnishing possibility, furniture, packet windows, parquet",453.0
65,"Apartment for sale, 5 rooms, Rae tn 29, Paldiski linn, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, panel house",https://www.kv.ee/kliendipaev-31-oktoober-palun-registreeri-oma-tule-3318813.html,"59.3544781,24.0527756",89000.0,5.0,121.1 m²,1/5,,renovated,joint ownership,D,Data from realestate book,,"parking free parking, high ceilings, separate entryway, TV-set, separate rooms, furniture, packet windows, parquet, box-room, new electricity","open kitchen, refridgerator, kitchen furniture","new sewerage, sauna, shower, bath, toilet room and bathroom separate, washing machine",central heating,"Internet, cable TV, steel door, frontdoor locked","surrounding buildings apartment buildings, location in the center location, roads in satisfactory condition roads, neighbours at one side neighbours, water body sea near",,,150 € /  300 €,,,2258.0
66,"Apartment for sale, 4 rooms, Rae tn 54, Paldiski linn, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/selle-objekti-puhul-on-oodatud-ka-ostja-poolsed-pa-3306829.html,"59.3564429,24.0543935",52000.0,4.0,71 m²,5/5,1998.0,needs renovating,apartment ownership,Missing,,Notify about incorrect advertisement,"balcony 4 m², parking free parking, new electricity, separate rooms, furnishing possibility, packet windows, parquet","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, toilet room and bathroom separate, bath",central heating,"Internet, phone, cable TV, frontdoor locked, steel door","location in the center location, roads in good condition roads, neighbours at one side neighbours, surrounding buildings apartment buildings, water body sea near",58001:002:0063,,,,,2258.0
67,"Apartment for sale, 3 rooms, Pargi tn 2b, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kui-otsite-endale-mugavat-mandide-all-ja-rahuliku-3393578.html,"58.9319656,23.5376369",69000.0,3.0,55.8 m²,1/2,1959.0,Good condition,apartment ownership,Missing,,,"wall cupboard, furnishing possibility, packet windows, parquet","ceramic shove, kitchen furniture","water boiler, shower, washing machine","electric heating, stove heating, õhksoojuspump, heated floors","Internet, frontdoor locked","surrounding buildings private houses and apartment buildings, in the city location",18301:018:0800,,,,,900.0
68,"Apartment for sale, 2 rooms, Keskpuiestee 39, Kiviõli linn, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/idavirumaa-luganuse-vald-kivioli-linn-keskpuiestee-3393565.html,"59.3563572,26.9795126",,2.0,48 m²,1/3,1958.0,needs renovating,private property,-,Data from realestate book,,"packet windows, parking free parking, high ceilings, separate rooms",gas stove,toilet room and bathroom separate,central heating,,"roads in good condition roads, location in the center location",,,,,,2718.0
69,"Apartment for sale, 2 rooms, Tööstuse 5, Sindi linn, Tori vald, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/kuttepuud-on-hinna-sees-puukuur-tsentraalne-vesi-j-3393561.html,"58.4056031,24.6553807",24500.0,2.0,50.7 m²,2/2,1926.0,satisfactory,apartment ownership,-,Data from realestate book,,"separate entryway, closed courtyard, parking free parking, box-room, new electricity",,"bath, water boiler, new sewerage",fireplace,,location in the center location,,,,,,1439.0
70,"Apartment for sale, 2 rooms, Muru tn 1, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/pakkuda-hea-planeeringuga-2-toaline-korter-parnu-k-3393558.html,"58.3825551,24.4910453",105000.0,2.0,38.9 m²,2/3,1976.0,renovated,apartment ownership,-,,,furniture,,bath,,,"location in the center location, roads in good condition roads, neighbours next to neighbours, surrounding buildings private houses, Pärnu rand sea",62510:006:0003,,,,,1318.0
71,"Apartment for sale, 3 rooms, F. R. Kreutzwaldi tn 53, Võru, Võrumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muuki-on-tulnud-suurem-renoveeritud-korter-voru-ke-3392036.html,"57.8425017,27.0059658",69900.0,3.0,71 m²,5/9,1986.0,renovated,apartment ownership,F,Data from realestate book,,"balcony 4 m², lift, parking free parking, box-room, wall cupboard, new electricity, separate rooms, packet windows, parquet","electric stove, open kitchen, kitchen furniture","sauna, shower",central heating,"Internet, phone, frontdoor locked",,,,,,,4434.0
72,"Apartment for sale, 2 rooms, Kesk 3, Ränilinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muua-eriline-2toaline-korter-nb-korteri-saab-ka-so-3332225.html,,,2.0,73.3 m²,3/3,2021.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.5 m², packet windows, parquet, high ceilings, closed courtyard, roof apartment, separate rooms",open kitchen,"bath, shower","heated floors, gas heating, central heating",frontdoor locked,"roads in good condition roads, location in the center location, Kambja järv lake 100 m",,,,,,0.0
73,"Apartment for sale, 2 rooms, Pae tn 27, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/korter-vaikses-majas-kesklinna-lahedal-kadrioru-ja-3393556.html,"59.4335715,24.8126916",85000.0,2.0,41 m²,2/2,1961.0,satisfactory,apartment ownership,F,,,"balcony 2 m², parking free parking, packet windows, parquet",,bath,"central heating, fireplace","Internet, phone, cable TV, neighbourhood watch, frontdoor locked","surrounding buildings apartment buildings, in the city location, roads in good condition roads, neighbours around neighbours",78403:301:0054,,,,,8597.0
